strategy,symbol,n_sessions,n_trades,gross_pnl,costs,net_pnl,expectancy_per_trade,expectancy_per_session,win_rate,avg_win,avg_loss,payoff_ratio,profit_factor,max_drawdown,max_dd_duration,sharpe,sortino,t_stat,consec_losing_days,time_in_market,exposure,return_vol,trades_per_session,median_holding_minutes,mean_mae,mean_mfe,exit_reason_mix,regime,contracts
vol.contraction_revert,NQ,310,3349,30015.0,46149.219999999994,-16134.219999999963,-4.817623171095841,-52.04587096774181,0.6688563750373245,138.32044642857144,-293.93329125338147,0.4705844847950008,0.9505042794777295,-21197.519999999993,251,-0.7557915015148516,-0.9749320666930741,-0.8382674073913496,6,0.10303605313092978,0.10303605313092978,1093.1620512197214,10.803225806451612,2.0,-187.5739026575097,105.64048969841744,forced_flatten:26|signal_flat:3323,normal,1
vol.vol_of_vol_shock,NQ,310,1164,-14265.0,16039.919999999998,-30304.920000000027,-26.03515463917524,-97.75780645161299,0.34536082474226804,608.8195024875622,-360.9584776902887,1.6866746180427556,0.8898204677863356,-55839.16000000002,308,-1.0244671739650584,-1.0542382293976178,-1.1362623688622633,5,0.09810246679316888,0.09810246679316888,1514.7943310966943,3.7548387096774194,4.0,-284.3814432989691,471.46907216494844,forced_flatten:32|signal_flat:215|signal_flip:917,normal,1
volume.heavy_continuation.q80,NQ,310,8339,-40590.0,114911.42,-155501.42000000007,-18.647490106727414,-501.617483870968,0.42714953831394653,182.40613138686132,-168.5643835042914,1.0821154955442738,0.8068862037112631,-156548.1,305,-4.736246013981805,-7.759383651179528,-5.2530898520961,9,0.13498886230509033,0.13498886230509033,1681.2747205529345,26.9,1.0,-100.305192469121,117.00323779829716,forced_flatten:308|signal_flat:7386|signal_flip:645,normal,1
volume.heavy_continuation.q90,NQ,310,4418,-22010.0,60880.03999999999,-82890.03999999998,-18.76189225894069,-267.38722580645157,0.4339067451335446,196.9164006259781,-184.07788084766094,1.0697450433435947,0.8199525182285768,-84524.84,307,-3.308869028370426,-5.515260737427711,-3.66995005401646,13,0.06652916426037456,0.06652916426037456,1282.8070809216908,14.251612903225807,1.0,-107.07333635129018,121.93526482571299,forced_flatten:307|signal_flat:3808|signal_flip:303,normal,1
volume.climax_reversion,NQ,310,1044,1850.0,14386.32,-12536.319999999989,-12.007969348658996,-40.43974193548384,0.603448275862069,221.33904761904768,-367.1012560386473,0.6029373203663072,0.9175133136009024,-22154.82000000001,239,-0.67842177209115,-0.6631738587042817,-0.7524546900419442,6,0.03538486923521161,0.03538486923521161,946.2564850929772,3.367741935483871,2.0,-266.7911877394636,159.50191570881225,forced_flatten:113|signal_flat:931,normal,1
added.donchian_breakout,NQ,310,515,-32445.0,7096.7,-39541.70000000001,-76.78,-127.55387096774197,0.07766990291262135,2058.72,-256.6115789473684,8.022708906764677,0.6755965395170255,-51172.07999999998,309,-1.3339371718814519,-1.77468190158495,-1.479503345108784,3,0.08349146110056926,0.08349146110056926,1517.953746809263,1.6612903225806452,3.0,-227.6601941747573,499.20388349514565,forced_flatten:43|signal_flat:472,normal,1
added.bollinger_revert.2sd,NQ,310,3841,66230.0,52928.979999999996,13301.019999999986,3.4629054933611116,42.90651612903221,0.6605050768029159,160.98547102877416,-303.0054601226994,0.5312956108565982,1.0336633165208509,-14784.079999999976,189,0.4999741582634455,0.5648631739732709,0.554533942985776,4,0.10431482550944642,0.10431482550944642,1362.3100645347984,12.390322580645162,2.0,-208.518614944025,119.66024472793544,forced_flatten:86|signal_flat:3754|signal_flip:1,normal,1
added.vwap_trend,NQ,310,3570,-49145.0,49194.6,-98339.6,-27.54610644257701,-317.2245161290323,0.242296918767507,1059.3587283236996,-375.11456561922364,2.824093824709136,0.903083607531757,-98554.37999999996,307,-1.276904194957257,-1.6284179257236648,-1.4162466326342047,9,0.5561422324890686,0.5561422324890686,3943.743858457504,11.516129032258064,4.0,-304.546218487395,621.610644257703,forced_flatten:192|signal_flat:988|signal_flip:2390,normal,1
trend.ret_15.q80,MES,249,5607,-2147.5,13849.289999999999,-15996.790000000006,-2.853003388621365,-64.24413654618476,0.22079543427858034,27.222043618739896,-11.375069810025177,2.3931320047590674,0.6781179725089781,-15895.070000000014,248,-7.355935129911068,-11.482228465644415,-7.312018706784807,17,0.3340728643474152,0.3340728643474152,138.64233886793605,22.518072289156628,3.0,-7.217094703049759,15.099429284822543,forced_flatten:133|signal_flat:5465|signal_flip:9,normal,1
trend.ret_15.q90,MES,249,4162,-1753.75,10280.14,-12033.89,-2.891371936568956,-48.32887550200803,0.22945699183085055,22.18706806282722,-10.359382600561272,2.141736522177019,0.6377793510068764,-11910.829999999993,248,-7.695700863507417,-11.859457486877313,-7.649755970110972,17,0.17131441366488975,0.17131441366488975,99.69164965445793,16.714859437751002,2.0,-6.316674675636713,12.377162421912542,forced_flatten:85|signal_flat:4073|signal_flip:4,normal,1
trend.ret_30.q80,MES,249,5602,-2041.25,13836.939999999999,-15878.190000000006,-2.8343787932881104,-63.76783132530123,0.21581578007854338,28.03454921422663,-11.329833826542224,2.4744007408608706,0.6809812191442732,-15776.440000000006,248,-7.384476656825072,-11.432882746186872,-7.340389835000277,17,0.33959880442486057,0.33959880442486057,137.0825566982286,22.497991967871485,3.0,-7.210594430560514,15.330239200285613,forced_flatten:134|signal_flat:5458|signal_flip:10,normal,1
trend.ret_30.q90,MES,249,4159,-1762.5,10272.73,-12035.23,-2.8937797547487367,-48.33425702811245,0.22745852368357777,22.445433403805495,-10.354375972611267,2.167724396253016,0.6382406719126527,-11912.169999999991,248,-7.691068758208559,-11.878266122393184,-7.645151519419267,20,0.17158146653108597,0.17158146653108597,99.76279858242845,16.70281124497992,2.0,-6.32724212551094,12.405926905506131,forced_flatten:85|signal_flat:4070|signal_flip:4,normal,1
trend.ret_60.q80,MES,249,5436,-2703.75,13426.919999999998,-16130.670000000006,-2.967378587196467,-64.78180722891568,0.22038263428991905,27.085509181969947,-11.462744218971213,2.3629166510705657,0.6679504832426941,-15996.480000000016,248,-7.40790498101121,-11.348683954911996,-7.363678287344165,22,0.32573259791082493,0.32573259791082493,138.8218816372892,21.83132530120482,3.0,-7.313741721854305,15.123022442972774,forced_flatten:130|signal_flat:5298|signal_flip:8,normal,1
trend.ret_60.q90,MES,249,4093,-1971.25,10109.71,-12080.960000000001,-2.9516149523576827,-48.51791164658635,0.2301490349376985,21.95940552016985,-10.39883211678832,2.1117184385271153,0.6313039571858275,-11965.369999999988,248,-7.846802581061979,-11.90416282676627,-7.799955579796713,17,0.16743187584095978,0.16743187584095978,98.1543707947082,16.437751004016064,2.0,-6.348644026386514,12.298741754214513,forced_flatten:83|signal_flat:4007|signal_flip:3,normal,1
trend.ma_agree.30_120,MES,249,5380,-5641.25,13288.599999999999,-18929.850000000017,-3.5185594795539026,-76.02349397590368,0.19609665427509293,34.54421800947867,-12.803236994219652,2.6980847128796053,0.6581455195579151,-18852.95,248,-7.257849554257665,-10.111510932888754,-7.214518721891369,11,0.5131831674524184,0.5131831674524184,166.28004536726505,21.606425702811244,4.0,-8.743029739776953,18.019052044609666,forced_flatten:194|signal_flat:4480|signal_flip:706,normal,1
trend.multi_horizon_agree,MES,249,6876,-3860.0,16983.719999999998,-20843.720000000012,-3.031372891215822,-83.70971887550206,0.2716695753344968,23.381846895074943,-12.883588258785942,1.8148551805146158,0.6769467805913143,-20667.09000000002,248,-7.9017774224364095,-11.981355028518289,-7.854602210229575,13,0.48225639129407655,0.48225639129407655,168.1710986959835,27.6144578313253,3.0,-8.542030250145434,15.162340023269342,forced_flatten:167|signal_flat:6596|signal_flip:113,normal,1
trend.accel_confirm,MES,249,8656,-6998.75,21380.319999999996,-28379.07000000002,-3.2785432070240286,-113.97216867469888,0.323590573012939,18.188693323812924,-13.548351836037574,1.342502286915254,0.6422457567292275,-28282.65000000002,248,-11.256267484388758,-14.195223284685424,-11.189065286852145,15,0.42802411692807035,0.42802411692807035,160.73286199754892,34.76305220883534,2.0,-8.657000924214417,11.866046672828096,forced_flatten:153|signal_flat:7921|signal_flip:582,normal,1
breakout.opening_range.q90,MES,249,780,-1327.5,1926.5999999999997,-3254.0999999999995,-4.171923076923077,-13.068674698795178,0.10128205128205128,99.00151898734173,-15.799172610556347,6.266247064178098,0.7061819088018113,-3868.909999999999,222,-1.891047782223559,-3.2138437073820074,-1.87975784381472,7,0.21151614129150872,0.21151614129150872,109.70573100239,3.1325301204819276,4.0,-12.384615384615385,30.65224358974359,forced_flatten:86|signal_flat:694,normal,1
breakout.opening_range.q95,MES,249,496,-1652.5,1225.12,-2877.6200000000003,-5.801653225806453,-11.556706827309238,0.08266129032258064,109.1153658536585,-16.15681318681319,6.753520300817485,0.6085589721615755,-3500.1599999999994,223,-1.930460668297393,-2.3188354314165265,-1.91893542697317,4,0.10825912345032303,0.10825912345032303,95.03277453534373,1.9919678714859437,3.0,-12.890625,27.250504032258064,forced_flatten:46|signal_flat:450,normal,1
breakout.range_expansion.q80,MES,249,2372,-965.0,5858.839999999999,-6823.840000000002,-2.8768296795952777,-27.404979919678723,0.35160202360876897,20.917290167865705,-15.779492847854357,1.3255996481984507,0.7188232162532561,-6795.480000000001,248,-3.950678755395303,-5.7458794995443645,-3.927092402770688,13,0.13527254799248145,0.13527254799248145,110.11793067685217,9.526104417670682,3.0,-10.594962057335582,14.60002107925801,forced_flatten:228|signal_flat:1085|signal_flip:1059,normal,1
breakout.range_expansion.q90,MES,249,1174,246.25,2899.7799999999997,-2653.5299999999993,-2.2602470187393515,-10.656746987951804,0.3679727427597956,23.1087037037037,-17.03030997304582,1.3569162123460032,0.7900105171610153,-2655.5600000000004,248,-2.1134319024309094,-2.903635121530298,-2.1008142857667425,10,0.06697891309483457,0.06697891309483457,80.04545294114253,4.714859437751004,3.0,-11.503407155025554,16.474659284497445,forced_flatten:195|signal_flat:495|signal_flip:484,normal,1
breakout.failed_reversal,MES,249,449,27.5,1109.03,-1081.5299999999997,-2.4087527839643643,-4.3434939759036135,0.39198218262806234,7.103863636363638,-8.54142857142857,0.8316950234913107,0.5361843374889037,-1081.5300000000002,248,-4.334527020221769,-3.636238943594192,-4.308649015683878,3,0.004611797573927424,0.004611797573927424,15.90734789895509,1.8032128514056225,1.0,-3.777839643652561,3.839086859688196,forced_flatten:3|signal_flat:446,normal,1
breakout.compression_expansion,MES,249,3356,-165.0,8289.32,-8454.319999999998,-2.519165673420738,-33.9530923694779,0.2824791418355185,18.439810126582277,-10.770456810631229,1.7120731692996378,0.6740221613355717,-8388.339999999998,248,-5.930475922318543,-8.572435512509497,-5.895069779476743,9,0.21480294579853945,0.21480294579853945,90.88454939662584,13.477911646586346,3.0,-6.980035756853397,10.33037842669845,forced_flatten:26|signal_flat:1392|signal_flip:1938,normal,1
revert.z_60.q90,MES,249,4164,1788.75,10285.079999999998,-8496.33,-2.0404250720461086,-34.121807228915664,0.6030259365994236,7.55688172043011,-16.619274047186934,0.4547058854059409,0.690723822295413,-8588.430000000004,248,-5.870276696313551,-7.225383346196871,-5.835229955048086,14,0.17174580675643752,0.17174580675643752,92.27280506401684,16.72289156626506,2.0,-12.396433717579251,6.3298511047070125,forced_flatten:85|signal_flat:4075|signal_flip:4,normal,1
revert.z_60.q95,MES,249,2612,1316.25,6451.639999999999,-5135.389999999998,-1.966075803981622,-20.62405622489959,0.5758039816232772,7.416136968085108,-14.701498194945849,0.5044477011625021,0.6847376737801473,-5192.129999999991,246,-4.845241099407838,-5.568326445474377,-4.816314028340408,11,0.08430653560533695,0.08430653560533695,67.57078462390662,10.48995983935743,2.0,-10.901129402756508,5.9882274119448695,forced_flatten:58|signal_flat:2551|signal_flip:3,normal,1
revert.vwap.q90,MES,249,1282,1671.25,3166.5399999999995,-1495.290000000001,-1.1663728549141965,-6.005180722891571,0.7761310452418096,12.168190954773872,-47.39595818815331,0.25673478119101156,0.8900735445472352,-2061.7400000000025,225,-0.7487455081543334,-0.5248722061208874,-0.7442753457658307,5,0.18735812816483322,0.18735812816483322,127.31867849145287,5.14859437751004,3.0,-28.921606864274573,11.675117004680187,forced_flatten:55|signal_flat:1227,normal,1
revert.vwap.q95,MES,249,648,1043.75,1600.5599999999997,-556.8100000000015,-0.8592746913580253,-2.2361847389558296,0.7592592592592593,14.341483739837399,-48.8001282051282,0.2938820914476678,0.9268589037964907,-1391.8500000000006,197,-0.34193171174744197,-0.1847062411280633,-0.33989031014884336,4,0.08934972627081214,0.08934972627081214,103.81702255060192,2.602409638554217,3.0,-32.31288580246913,13.161651234567902,forced_flatten:31|signal_flat:617,normal,1
revert.z_calm_only,MES,249,1381,-5.0,3411.0699999999997,-3416.069999999999,-2.4736205648081087,-13.719156626506019,0.559739319333816,6.407749029754205,-13.765230263157893,0.4655024948550478,0.5918312969127499,-3403.800000000002,234,-5.544172243982126,-6.466709574673107,-5.511072412369753,9,0.038219373658316125,0.038219373658316125,39.281762940187384,5.546184738955823,2.0,-9.425235336712527,5.220854453294714,signal_flat:1381,normal,1
session.late_day_continuation,MES,249,2297,-1068.75,5673.589999999999,-6742.339999999998,-2.93528080104484,-27.07767068273092,0.2581628210709621,26.105042158516017,-13.04144953051643,2.0016979015585146,0.6966002673850934,-6752.139999999997,244,-4.570473214385887,-6.82170529884842,-4.543186563263307,10,0.22596780985835926,0.22596780985835926,94.04818190455572,9.224899598393574,3.0,-9.07760121898128,16.0345015237266,forced_flatten:246|signal_flat:374|signal_flip:1677,normal,1
session.late_day_fade,MES,249,2297,1068.75,5673.589999999999,-4604.839999999997,-2.0047191989551583,-18.49333333333332,0.5833696125380932,10.93858208955224,-20.128045977011496,0.5434497765975563,0.7609432608576023,-4743.759999999999,247,-3.609854220498167,-4.989419154398514,-3.5883026594020277,6,0.22596780985835926,0.22596780985835926,81.32532438808933,9.224899598393574,3.0,-16.0345015237266,9.07760121898128,forced_flatten:246|signal_flat:374|signal_flip:1677,normal,1
session.opening_drive,MES,249,2327,-91.25,5747.69,-5838.940000000002,-2.509213579716372,-23.449558232931736,0.31800601633003867,36.12628378378378,-20.52450535601764,1.760153687367272,0.820739589572641,-5864.349999999998,238,-2.592407918938724,-3.3210195190098175,-2.576930718409719,8,0.18710134656272145,0.18710134656272145,143.5924469727661,9.345381526104418,4.0,-14.479480017189514,24.73839707778255,signal_flat:448|signal_flip:1879,normal,1
session.midday_reversion,MES,249,1812,2435.0,4475.639999999999,-2040.6399999999985,-1.1261810154525378,-8.195341365461841,0.6098233995584988,7.672533936651585,-14.878062234794907,0.5156944375933611,0.8060005000575163,-2100.7399999999966,245,-2.3491539030888635,-2.843673869700996,-2.3351289783206637,8,0.07227888536242155,0.07227888536242155,55.380369418407554,7.27710843373494,2.0,-11.287941501103752,6.482477924944813,signal_flat:1812,normal,1
vol.expansion_trend,MES,249,4707,-3357.5,11626.289999999999,-14983.790000000012,-3.1832993414064155,-60.17586345381531,0.3407690673465052,27.377256857855357,-18.980634869481147,1.4423783527849794,0.7455929351811496,-14923.840000000007,244,-6.005340872009588,-8.974109636020685,-5.969487770249596,18,0.4130178001006584,0.4130178001006584,159.0687752991099,18.903614457831324,3.0,-13.196037816018695,19.32759719566603,forced_flatten:197|signal_flat:1637|signal_flip:2873,normal,1
vol.contraction_revert,MES,249,2651,2496.25,6547.969999999999,-4051.7199999999975,-1.5283741984156913,-16.271967871485934,0.5956242927197284,6.574490183660545,-13.463470149253732,0.48832062690947203,0.7192707741511719,-4113.79,245,-4.418682217261988,-5.749690750228696,-4.392301789146915,9,0.09707371686233424,0.09707371686233424,58.45848813666642,10.646586345381525,2.0,-9.295548849490759,5.660599773670313,forced_flatten:13|signal_flat:2638,normal,1
vol.vol_of_vol_shock,MES,249,636,-1150.0,1570.9199999999998,-2720.920000000001,-4.278176100628929,-10.927389558232935,0.2971698113207547,37.536613756613754,-21.958255033557048,1.7094534014314682,0.7227890220817618,-3134.6000000000013,148,-2.333524454795344,-1.6842067321929453,-2.3195928410001705,3,0.06750274756314259,0.06750274756314259,74.33688176902493,2.5542168674698793,4.0,-17.06564465408805,26.839622641509433,forced_flatten:24|signal_flat:129|signal_flip:483,normal,1
volume.heavy_continuation.q80,MES,249,6786,-1831.25,16761.42,-18592.67,-2.739857058650161,-74.66935742971887,0.3743000294724433,9.158937007874018,-9.85783560998587,0.9291022259081014,0.5557983169586852,-18461.46,248,-11.277085888938135,-16.628578163327752,-11.209759401308302,25,0.13509793650304544,0.13509793650304544,105.11042600632251,27.253012048192772,1.0,-5.303750368405541,6.196765399351606,forced_flatten:240|signal_flat:6121|signal_flip:425,normal,1
volume.heavy_continuation.q90,MES,249,3812,-1408.75,9415.64,-10824.389999999996,-2.8395566631689393,-43.471445783132516,0.3685729275970619,9.62252669039146,-10.113851267137516,0.9514206246692104,0.5553576974076612,-10715.319999999996,248,-9.68174611911906,-13.176058954083375,-9.623944133150019,27,0.06822173604905556,0.06822173604905556,71.27720553266974,15.309236947791165,1.0,-5.421694648478489,6.10375131164743,forced_flatten:223|signal_flat:3372|signal_flip:217,normal,1
volume.climax_reversion,MES,249,949,65.0,2344.0299999999997,-2279.029999999999,-2.4015068493150675,-9.152730923694774,0.5690200210748156,10.770740740740742,-19.792738386308073,0.5441763807776878,0.7184724831783655,-2381.390000000002,245,-2.876164296460951,-3.01029715365798,-2.858993012865693,6,0.040458509228730774,0.040458509228730774,50.51696776359516,3.8112449799196786,2.0,-14.361169652265543,8.425974710221286,forced_flatten:81|signal_flat:868,normal,1
added.donchian_breakout,MES,249,496,-1652.5,1225.12,-2877.6200000000003,-5.801653225806453,-11.556706827309238,0.08266129032258064,109.1153658536585,-16.15681318681319,6.753520300817485,0.6085589721615755,-3500.1599999999994,223,-1.930460668297393,-2.3188354314165265,-1.91893542697317,4,0.10825912345032303,0.10825912345032303,95.03277453534373,1.9919678714859437,3.0,-12.890625,27.250504032258064,forced_flatten:46|signal_flat:450,normal,1
added.bollinger_revert.2sd,MES,249,3099,1967.5,7654.53,-5687.029999999997,-1.8351177799290084,-22.839477911646576,0.5863181671506937,7.746015410016512,-15.414617784711389,0.5025110267540469,0.7122172664680992,-5709.5999999999985,248,-4.740975441079721,-5.66421376457683,-4.712670857117982,10,0.1078790866791976,0.1078790866791976,76.47486815288092,12.44578313253012,2.0,-11.4351403678606,6.2729912875121006,forced_flatten:67|signal_flat:3029|signal_flip:3,normal,1
added.vwap_trend,MES,249,2624,-1212.5,6481.28,-7693.780000000014,-2.932080792682927,-30.89871485943781,0.25914634146341464,50.6145588235294,-21.66238683127572,2.3365180955245943,0.8173005683933767,-8491.91000000001,220,-2.4886860725899713,-3.303725975734073,-2.4738281124989587,11,0.4351010178822708,0.4351010178822708,197.09271390221858,10.538152610441767,4.0,-16.0180068597561,31.243807164634145,forced_flatten:135|signal_flat:853|signal_flip:1636,normal,1
trend.ret_15.q80,MNQ,249,5560,333.0,9563.2,-9230.20000000003,-1.6601079136690648,-37.069076305221,0.24640287769784172,55.536569343065686,-20.36164677804296,2.727508729939943,0.8918107303144921,-9251.600000000037,220,-2.0829215139577157,-3.9634129444022927,-2.070486050494505,9,0.3388695446748631,0.3388695446748631,282.5134502014159,22.329317269076306,3.0,-14.659892086330935,31.65323741007194,forced_flatten:140|signal_flat:5411|signal_flip:9,normal,1
trend.ret_15.q90,MNQ,249,4037,-1174.0,6943.639999999999,-8117.64000000001,-2.010810007431261,-32.600963855421725,0.2823879118157047,40.422105263157896,-18.70860890576458,2.1606152262182814,0.8502248387603868,-8244.940000000008,220,-2.8436708901232404,-5.017548141043681,-2.826693598747372,12,0.17131441366488975,0.17131441366488975,181.9916147723689,16.21285140562249,2.0,-12.705845925191975,25.879737428783752,forced_flatten:88|signal_flat:3947|signal_flip:2,normal,1
trend.ret_30.q80,MNQ,249,5511,567.5,9478.92,-8911.420000000031,-1.6170241335510798,-35.78883534136558,0.24097260025403738,57.59249999999999,-20.414597179058095,2.82114310142157,0.8956438055672591,-9433.34000000002,190,-2.000228241015732,-3.6546346037025836,-1.9882864731466336,10,0.3435840548896353,0.3435840548896353,284.0326601262541,22.132530120481928,3.0,-14.773180910905461,32.39693340591544,forced_flatten:139|signal_flat:5364|signal_flip:8,normal,1
trend.ret_30.q90,MNQ,249,4033,-1123.0,6936.76,-8059.760000000011,-1.998452764691297,-32.368514056224946,0.28142821720803374,40.73991189427313,-18.736908212560387,2.174313469015283,0.8515685946626456,-8305.50000000001,220,-2.801486823427228,-4.962424335642902,-2.7847613794765325,12,0.17146848262615683,0.17146848262615683,183.4148305506625,16.196787148594378,2.0,-12.742003471361269,25.939871063724276,forced_flatten:88|signal_flat:3943|signal_flip:2,normal,1
trend.ret_60.q80,MNQ,249,5310,154.0,9133.2,-8979.20000000003,-1.6909981167608288,-36.06104417670695,0.24783427495291901,55.32711246200606,-20.478137205808714,2.701764906932662,0.8902159783483683,-9495.140000000027,190,-2.0142491880519633,-3.6241296542465147,-2.002223712288246,12,0.3296973058474306,0.3296973058474306,284.20084905528347,21.325301204819276,3.0,-14.787758945386065,32.03888888888889,forced_flatten:136|signal_flat:5166|signal_flip:8,normal,1
trend.ret_60.q90,MNQ,249,3965,-1672.5,6819.8,-8492.30000000001,-2.141815889029004,-34.10562248995988,0.28045397225725094,40.378920863309354,-18.714917630564315,2.157579405926127,0.8409492812442526,-8927.360000000011,220,-2.912875199141669,-5.182761472926592,-2.8954847440193374,12,0.16779137008391623,0.16779137008391623,185.86789185628282,15.923694779116467,2.0,-12.74312736443884,25.677175283732662,forced_flatten:86|signal_flat:3877|signal_flip:2,normal,1
trend.ma_agree.30_120,MNQ,249,5317,-9027.5,9145.24,-18172.74000000005,-3.4178559337972545,-72.98289156626525,0.20725973293210456,71.03453720508165,-22.8832265717675,3.1042185848354746,0.811589295489607,-18070.340000000066,248,-3.722202470862468,-5.585881910112046,-3.69998016794855,9,0.5112829835967913,0.5112829835967913,311.2585882551242,21.353413654618475,4.0,-17.631841263870605,37.18478465299981,forced_flatten:203|signal_flat:4354|signal_flip:760,normal,1
trend.multi_horizon_agree,MNQ,249,6782,-3306.0,11665.039999999999,-14971.040000000059,-2.2074668239457393,-60.12465863453839,0.30905337658507814,47.129952290076325,-24.275591122492532,1.941454362625514,0.8683927324078269,-14866.840000000053,247,-2.8115475858646266,-4.919908745201789,-2.794762077123749,13,0.48600540268490844,0.48600540268490844,339.4747331528186,27.23694779116466,3.0,-17.55241816573282,31.836331465644353,forced_flatten:174|signal_flat:6470|signal_flip:138,normal,1
trend.accel_confirm,MNQ,249,8633,-7722.5,14848.76,-22571.260000000082,-2.6145326074365807,-90.64763052208869,0.36094057685624925,38.17072528883183,-25.650034439006706,1.4881354401140519,0.8404984649982573,-22752.70000000006,248,-4.675983124143989,-6.972049959483496,-4.648066557482578,11,0.43498803397734165,0.43498803397734165,307.739888187838,34.670682730923694,2.0,-17.74916019923549,25.024730684582416,forced_flatten:148|signal_flat:7879|signal_flip:606,normal,1
breakout.opening_range.q90,MNQ,249,802,-5748.5,1379.44,-7127.940000000008,-8.88770573566085,-28.626265060240996,0.07605985037406483,241.41114754098368,-29.492604588394062,8.185480764082255,0.6738384974480669,-8227.680000000008,223,-2.0009071617159364,-3.101408986316254,-1.9889613405527002,5,0.187460840805678,0.187460840805678,227.1109217752925,3.2208835341365463,3.0,-26.266832917705734,56.7786783042394,forced_flatten:66|signal_flat:736,normal,1
breakout.opening_range.q95,MNQ,249,385,-1802.5,662.2,-2464.7000000000025,-6.401818181818186,-9.898393574297199,0.09610389610389611,232.02324324324326,-31.751609195402303,7.307448319086792,0.776941344270722,-4469.440000000003,223,-0.9336147012723375,-1.2018940031719736,-0.9280408323442043,3,0.09387935373206381,0.09387935373206381,168.30511178287992,1.5461847389558232,4.0,-27.567532467532466,62.324675324675326,forced_flatten:42|signal_flat:343,normal,1
breakout.range_expansion.q80,MNQ,249,2383,1231.5,4098.76,-2867.2600000000116,-1.203214435585397,-11.515100401606473,0.38984473352916493,42.021657696447775,-28.82075653370014,1.4580345122901894,0.9315777592280509,-3678.4400000000046,151,-0.8842991154083525,-1.3583378381432105,-0.8790196705197565,9,0.13804578929528855,0.13804578929528855,206.71348497632766,9.570281124497992,3.0,-20.003776751993286,29.857532522031054,forced_flatten:223|signal_flat:966|signal_flip:1194,normal,1
breakout.range_expansion.q90,MNQ,249,1217,307.5,2093.24,-1785.7400000000039,-1.467329498767461,-7.171646586345397,0.3952341824157765,45.126153846153834,-31.91769021739131,1.4138289311914398,0.9239833096509273,-2677.6400000000012,96,-0.7059103045883552,-0.9439159155076872,-0.7016958770440676,11,0.06719460964060847,0.06719460964060847,161.27595731341503,4.887550200803213,3.0,-22.31429745275267,31.97822514379622,forced_flatten:183|signal_flat:482|signal_flip:552,normal,1
breakout.failed_reversal,MNQ,249,343,1089.0,589.96,499.04000000000025,1.4549271137026252,2.00417670682731,0.4868804664723032,18.588383233532934,-14.802386363636362,1.2557693588648162,1.191553880286502,-187.54000000000013,59,1.1188581475342696,1.5090730047785206,1.1121783376994083,2,0.00352304358097351,0.00352304358097351,28.435525064794994,1.3775100401606426,1.0,-6.7682215743440235,9.943148688046648,forced_flatten:3|signal_flat:340,normal,1
breakout.compression_expansion,MNQ,249,2797,547.0,4810.84,-4263.840000000004,-1.524433321415803,-17.123855421686763,0.31533786199499464,41.76015873015872,-21.4602088772846,1.945934402081305,0.8962475940656454,-4508.679999999997,248,-1.550403467862553,-2.658909515137845,-1.5411472450290735,9,0.17814480428106289,0.17814480428106289,175.33034673175032,11.23293172690763,3.0,-15.920450482659993,23.29495888451913,forced_flatten:21|signal_flat:850|signal_flip:1926,normal,1
revert.z_60.q90,MNQ,249,4040,1071.0,6948.8,-5877.800000000009,-1.4549009900990102,-23.605622489959877,0.6381188118811881,17.3789138867339,-34.6652804377565,0.5013348707199625,0.8840227747715891,-6474.280000000006,239,-2.1034016104355686,-2.4879511023348853,-2.090843876646871,7,0.17163282285150835,0.17163282285150835,178.15315822176484,16.224899598393574,2.0,-25.929455445544555,12.70940594059406,forced_flatten:88|signal_flat:3950|signal_flip:2,normal,1
revert.z_60.q95,MNQ,249,2594,4380.5,4461.68,-81.18000000000188,-0.03129529683885836,-0.32602409638554974,0.6360832690824981,17.194242424242425,-30.139491525423736,0.5704888023654436,0.9971467414226504,-1354.9200000000003,182,-0.04072979833630809,-0.045928366709543395,-0.04048663318789463,4,0.08302262759477809,0.08302262759477809,127.06844359920848,10.417670682730924,2.0,-21.374518118735544,12.47609868928296,forced_flatten:55|signal_flat:2538|signal_flip:1,normal,1
revert.vwap.q90,MNQ,249,1299,3727.5,2234.2799999999997,1493.2199999999893,1.1495150115473416,5.996867469879475,0.8113933795227097,28.190341555977223,-115.1812244897959,0.2447477154444964,1.0529146615448948,-3662.1600000000035,165,0.3520995946805149,0.2582651809854704,0.3499974887606708,5,0.21013979190418966,0.21013979190418966,270.37043286194245,5.216867469879518,3.0,-64.80600461893765,25.037721324095457,forced_flatten:57|signal_flat:1242,normal,1
revert.vwap.q95,MNQ,249,755,4070.0,1298.6,2771.3999999999933,3.670728476821189,11.130120481927683,0.8079470198675497,30.65377049180328,-109.84413793103448,0.2790660573170433,1.1740020342303201,-1804.0200000000002,50,0.7797850433989494,0.4611756421721598,0.7751295686960541,4,0.1024866730348504,0.1024866730348504,226.58191079693154,3.032128514056225,3.0,-61.57814569536424,26.628476821192052,forced_flatten:30|signal_flat:725,normal,1
revert.z_calm_only,MNQ,249,1316,1600.0,2263.52,-663.5199999999992,-0.5041945288753791,-2.66473895582329,0.6139817629179332,16.729876237623763,-27.915866141732288,0.5992963339444358,0.9532114917856381,-1403.9400000000003,236,-0.527816644507537,-0.612958465259121,-0.5246654721978435,4,0.036740311630152324,0.036740311630152324,80.14415603652323,5.285140562248996,2.0,-19.151975683890576,11.737462006079028,forced_flatten:1|signal_flat:1315,normal,1
