symbol,strategy,family,kind,evaluable,gate_on,base_trades,base_net,base_per_trade,base_per_session,base_t,base_win,base_pf,base_mdd,base_consec,gated_trades,gated_net,gated_per_trade,gated_per_session,gated_t,gated_win,gated_pf,gated_mdd,gated_consec,anti_trades,anti_net,anti_per_trade,ctrl_pt_p05,ctrl_pt_p50,ctrl_pt_p95,ctrl_pt_pctile,ctrl_net_p50,ctrl_net_pctile
MES,trend.ret_15.q90,A.trend,trend,150,66,2432,-6674.539999999999,-2.7444654605263152,-44.496933333333324,-5.418230524527311,0.2733333333333333,0.3181403511997981,-6843.220000000004,17,1031,-1771.57,-1.7183026188166828,-26.841969696969695,-1.7317727340611406,0.36363636363636365,0.5639802611338773,-2449.31,7,1401,-4902.97,-3.4996216987865814,-3.6313952002900733,-2.782514768628535,-2.0303462441314553,0.975,-2946.86,1.0
MES,trend.ret_30.q80,A.trend,trend,150,66,3283,-9382.759999999998,-2.8579835516296064,-62.551733333333324,-5.97608571537207,0.22666666666666666,0.2698559440211165,-9353.270000000002,16,1414,-3565.08,-2.521272984441301,-54.016363636363636,-2.774185867767264,0.2878787878787879,0.39493282462440854,-4142.750000000001,8,1869,-5817.679999999999,-3.112723381487426,-3.940280013413816,-3.150876718383632,-2.362558867687625,0.875,-4582.615,0.875
MES,trend.ret_30.q90,A.trend,trend,150,66,2433,-6692.01,-2.7505178791615292,-44.6134,-5.442391301294431,0.26666666666666666,0.3153540725220244,-6870.660000000003,20,1031,-1782.82,-1.7292143549951502,-27.012424242424242,-1.7450211970840694,0.36363636363636365,0.5590440950958181,-2470.5299999999997,7,1402,-4909.19,-3.5015620542082737,-3.635426798109809,-2.7890846404713017,-2.0447763351638266,0.975,-2975.565,1.0
MES,trend.ret_60.q80,A.trend,trend,150,66,3196,-9562.869999999999,-2.9921370463078847,-63.75246666666666,-6.046878035343592,0.24666666666666667,0.2618223501895065,-9538.380000000006,11,1386,-3878.42,-2.7982828282828285,-58.763939393939395,-2.976708951599482,0.3181818181818182,0.37970984823888987,-4409.840000000002,8,1810,-5684.45,-3.1405801104972375,-4.085708792388038,-3.3228214617830565,-2.548924964195533,0.875,-4698.814999999999,0.875
MES,trend.ret_60.q90,A.trend,trend,150,66,2385,-6733.449999999999,-2.823249475890985,-44.889666666666656,-5.621169917928837,0.28,0.3020776649719887,-6870.880000000001,17,1009,-1867.2299999999993,-1.8505748265609507,-28.291363636363627,-1.8959704416541736,0.3787878787878788,0.5292653965708929,-2506.16,7,1376,-4866.220000000001,-3.536497093023257,-3.713589984972923,-2.8918926297549965,-2.249956898722644,1.0,-3032.22,1.0
MES,trend.ma_agree.30_120,A.trend,trend,150,66,3184,-12078.229999999998,-3.7934139447236173,-80.52153333333332,-5.674958707869614,0.29333333333333333,0.2765447553787916,-12114.669999999995,10,1409,-6587.7300000000005,-4.675464868701207,-99.81409090909092,-3.6329034885690104,0.3484848484848485,0.30026002332562185,-7287.450000000001,8,1775,-5490.499999999999,-3.093239436619718,-4.821609327048735,-4.119630083949859,-3.0766287878787884,0.2,-5753.924999999999,0.2
MES,trend.multi_horizon_agree,A.trend,trend,150,66,4035,-12236.449999999999,-3.0325774473358114,-81.57633333333332,-6.010245428291944,0.24,0.26044888787352427,-12123.629999999997,11,1783,-5412.76,-3.0357599551318004,-82.01151515151516,-2.9961251031514355,0.25757575757575757,0.36879569087459435,-6047.879999999999,8,2252,-6823.6900000000005,-3.0300577264653645,-3.988546487331439,-3.3965397218624362,-2.8572441350304203,0.8,-6040.334999999999,0.775
MES,trend.accel_confirm,A.trend,trend,150,66,5139,-17183.329999999998,-3.3437108386845686,-114.55553333333332,-8.926296152666527,0.17333333333333334,0.12096961077959183,-16894.650000000005,15,2313,-9915.609999999999,-4.286904453091223,-150.23651515151514,-6.2692187217182695,0.19696969696969696,0.09236443056351411,-9979.920000000002,10,2826,-7267.719999999999,-2.5717338995045997,-4.13151552032956,-3.6603712983208103,-3.1514140294262796,0.025,-8236.144999999999,0.025
MES,breakout.opening_range.q90,B.breakout,breakout,150,66,496,-2760.12,-5.564758064516129,-18.4008,-2.551285146193243,0.18666666666666668,0.49688208048443055,-2866.819999999999,7,193,-1676.7099999999998,-8.68761658031088,-25.404696969696968,-2.146088441856872,0.18181818181818182,0.4085783319518175,-1858.5899999999997,5,303,-1083.4099999999999,-3.5756105610561053,-7.6649752610254005,-5.691984067228524,-2.3498560209424117,0.0,-1177.7649999999999,0.175
MES,breakout.opening_range.q95,B.breakout,breakout,150,66,308,-2180.76,-7.080389610389611,-14.538400000000001,-2.3269204100472938,0.12,0.4225874951678413,-2394.7200000000007,4,142,-1655.74,-11.660140845070423,-25.086969696969696,-2.2202775866245634,0.06060606060606061,0.2536197911971005,-1873.48,2,166,-525.02,-3.1627710843373493,-9.701227413526071,-6.608331521201937,-2.142868185735842,0.025,-875.8049999999998,0.0
MES,breakout.range_expansion.q80,B.breakout,breakout,150,66,1372,-3953.8399999999997,-2.881807580174927,-26.358933333333333,-2.93869808381059,0.35333333333333333,0.47948942085918006,-4061.879999999999,13,597,-952.0899999999997,-1.5947906197654935,-14.425606060606055,-0.792217575038765,0.4696969696969697,0.7371456495091272,-1686.83,7,775,-3001.75,-3.8732258064516127,-4.085342942708968,-2.8289702984234233,-1.263805996609935,0.9,-1749.9999999999998,0.9
MES,breakout.range_expansion.q90,B.breakout,breakout,150,66,683,-1803.26,-2.640204978038067,-12.021733333333334,-1.9084565505992481,0.35333333333333333,0.6009912929956746,-1891.45,10,288,-322.6099999999998,-1.1201736111111105,-4.8880303030303,-0.3753996514364045,0.3939393939393939,0.8642996252161003,-840.7899999999997,6,395,-1480.6499999999999,-3.7484810126582273,-5.335662501376198,-3.1183225436006152,-1.0951739018024242,0.95,-887.6099999999999,0.95
MES,breakout.failed_reversal,B.breakout,breakout,150,66,277,-640.4399999999999,-2.3120577617328517,-4.2696,-2.9385438317331674,0.12,0.319469976304073,-640.4400000000003,3,129,-254.87999999999997,-1.9758139534883719,-3.8618181818181814,-1.8621285066316315,0.09090909090909091,0.32548230873051587,-283.92999999999995,1,148,-385.55999999999995,-2.605135135135135,-3.7995135570950778,-2.5877944862155386,-1.2751033988533986,0.75,-290.95,0.675
MES,breakout.compression_expansion,B.breakout,breakout,150,66,1792,-4147.49,-2.314447544642857,-27.649933333333333,-3.8327707463478804,0.42,0.4596829350588781,-4323.859999999998,7,321,-390.3699999999998,-1.2161059190031145,-5.9146969696969665,-0.5676945928166794,0.4696969696969697,0.8439749477411798,-747.6699999999998,4,1471,-3757.119999999999,-2.5541264445955125,-2.975278455284552,-2.052737858451323,-0.7162191065639344,0.85,-1344.725,0.95
MES,revert.z_60.q90,C.reversion,reversion,150,66,2434,-5321.98,-2.1865160230073952,-35.479866666666666,-4.651701798524886,0.36666666666666664,0.32958274494193357,-5231.190000000003,9,1031,-3300.32,-3.2010863239573233,-50.00484848484849,-3.4205763626206656,0.3181818181818182,0.29686324890118904,-3126.869999999998,4,1403,-2021.6599999999999,-1.4409550962223805,-2.9097568745808178,-2.1467996492747,-1.3126973291441526,0.025,-2286.1749999999993,0.025
MES,revert.z_60.q95,C.reversion,reversion,150,66,1564,-2521.83,-1.612423273657289,-16.8122,-3.2683752897159772,0.37333333333333335,0.4601635031371283,-2582.0800000000017,10,685,-1433.1999999999998,-2.0922627737226276,-21.71515151515151,-2.247603560457298,0.4090909090909091,0.458024504613523,-1470.2300000000002,9,879,-1088.6299999999997,-1.2384869169510804,-2.44185932957001,-1.375206926669394,-0.7838659286066084,0.15,-963.3299999999997,0.175
MES,revert.vwap.q90,C.reversion,reversion,150,66,851,-508.2200000000001,-0.5972032902467687,-3.388133333333334,-0.35190962818998117,0.41333333333333333,0.9004887256322498,-1726.08,5,547,205.16000000000014,0.37506398537477176,3.1084848484848506,0.16164354755767008,0.6212121212121212,1.0602232098301558,-1308.9299999999998,4,304,-713.3799999999999,-2.346644736842105,-3.9501236280730283,-0.8708236708144799,1.3140515361504166,0.8,-358.8900000000001,0.825
MES,revert.vwap.q95,C.reversion,reversion,150,66,430,-44.59999999999991,-0.10372093023255793,-0.2973333333333327,-0.043447890930037224,0.34,0.9848411206694379,-1239.65,4,312,494.3600000000002,1.58448717948718,7.490303030303033,0.5376221618451831,0.5454545454545454,1.2453496913028803,-877.25,4,118,-538.9599999999999,-4.567457627118643,-3.7098648648648647,0.0748141419156812,2.6126573175694485,0.85,15.690000000000012,0.875
MES,revert.z_calm_only,C.reversion,reversion,150,66,838,-1897.3599999999997,-2.264152744630071,-12.649066666666664,-4.011204212306261,0.36,0.398871474148774,-1922.1899999999994,9,376,-1078.7199999999998,-2.8689361702127654,-16.34424242424242,-2.9537058807088967,0.3333333333333333,0.39056400174008354,-1083.1000000000001,8,462,-818.6399999999999,-1.7719480519480517,-2.6978333333333326,-1.952038262035202,-1.1113644695227138,0.025,-726.7099999999998,0.025
MES,session.late_day_continuation,D.session,session,150,66,1344,-4582.179999999999,-3.4093601190476184,-30.547866666666664,-3.7687740073266025,0.35333333333333333,0.4335301847815741,-4604.43,7,587,-2104.89,-3.5858432708688244,-31.892272727272726,-2.1640166753716956,0.3484848484848485,0.4994256768808191,-2638.3599999999997,11,757,-2477.2899999999995,-3.272509907529722,-3.6809643366836116,-2.6959062607992776,-1.4041964493134607,0.1,-1570.4299999999996,0.1
MES,session.late_day_fade,D.session,session,150,66,1344,-2057.18,-1.530639880952381,-13.714533333333332,-1.9088369978442097,0.4266666666666667,0.6458748982216113,-2341.0200000000013,6,587,-794.8899999999996,-1.354156729131175,-12.043787878787873,-0.8918986151451002,0.5,0.7368201487916883,-1713.4300000000005,5,757,-1262.2899999999997,-1.6674900924702771,-3.535803550686539,-2.2440937392007214,-1.2590356633163884,0.9,-1274.2399999999998,0.9
MES,session.opening_drive,D.session,session,150,66,1386,-2912.1699999999996,-2.1011327561327557,-19.414466666666666,-1.5682478078966655,0.44666666666666666,0.7081224811748988,-3285.869999999998,8,607,-1206.79,-1.9881219110378912,-18.28469696969697,-0.9242518718585752,0.5,0.7421702912252138,-1933.2700000000002,5,779,-1705.3799999999999,-2.1891912708600767,-3.7201239768646115,-2.3311966338259436,1.3531947912058602,0.55,-1385.2899999999995,0.55
MES,session.midday_reversion,D.session,session,150,66,1050,-1075.9999999999995,-1.0247619047619043,-7.17333333333333,-1.5806661107496973,0.46,0.6813975867939894,-1431.6200000000001,8,440,-531.8,-1.2086363636363635,-8.057575757575757,-0.9471225539406197,0.4696969696969697,0.707936996111685,-819.8799999999999,4,610,-544.1999999999997,-0.8921311475409831,-1.8817726988852468,-0.5083565546650977,0.6700533411872509,0.35,-237.25499999999977,0.375
MES,vol.expansion_trend,E.volatility,volatility,150,66,2747,-8957.589999999998,-3.260862759373862,-59.71726666666665,-4.569421387785013,0.38666666666666666,0.3705535138325756,-8464.769999999997,7,1241,-5570.2699999999995,-4.488533440773569,-84.3980303030303,-3.6570236041756194,0.3484848484848485,0.3075498272687832,-5239.28,7,1506,-3387.3199999999997,-2.249216467463479,-4.077520478079702,-2.9632713323055597,-2.268546438482483,0.025,-3570.825,0.025
MES,vol.contraction_revert,E.volatility,volatility,150,66,1546,-2333.6199999999994,-1.5094566623544627,-15.557466666666663,-3.438710581831506,0.42,0.45445449423624046,-2260.01,7,673,-828.5599999999997,-1.2311441307578004,-12.55393939393939,-1.411541174458853,0.48484848484848486,0.630359620437826,-667.8500000000001,5,873,-1505.0599999999997,-1.724009163802978,-1.8820432895685142,-1.0816972676644618,-0.2738744238196089,0.325,-735.6999999999998,0.375
MES,vol.vol_of_vol_shock,E.volatility,volatility,150,66,487,-2726.64,-5.598850102669404,-18.177599999999998,-2.5137739364500287,0.16666666666666666,0.37027354106811283,-3134.5999999999995,3,380,-2356.1000000000004,-6.200263157894738,-35.69848484848485,-2.3006155670747286,0.25757575757575757,0.3513333443458821,-2770.12,3,107,-370.53999999999996,-3.462990654205607,-7.805705858041807,-6.309236396060854,-3.4797231232935966,0.55,-1666.28,0.05
MES,volume.heavy_continuation.q80,F.volume,volume,150,66,4018,-10429.46,-2.595684420109507,-69.52973333333333,-7.796341335486841,0.16666666666666666,0.17180694399997462,-10300.209999999995,23,1714,-3349.83,-1.9543932322053674,-50.754999999999995,-2.793057643323759,0.25757575757575757,0.36868916257550194,-3807.289999999999,9,2304,-7079.629999999999,-3.0727560763888886,-3.0575454432785256,-2.564881580461104,-1.9016784891849656,0.925,-4453.7699999999995,0.925
MES,volume.heavy_continuation.q90,F.volume,volume,150,66,2237,-5776.639999999999,-2.582315601251676,-38.51093333333333,-6.789777841060552,0.2,0.2255196259953102,-5711.969999999999,20,893,-1615.7099999999998,-1.809305711086226,-24.480454545454542,-2.1856983665518097,0.3333333333333333,0.48307205016636817,-1731.9400000000003,8,1344,-4160.93,-3.09593005952381,-3.0500674140940336,-2.5233405614968865,-1.9257343637809214,0.95,-2368.6349999999998,0.975
MES,volume.climax_reversion,F.volume,volume,150,66,547,-1121.09,-2.049524680073126,-7.473933333333333,-1.8771868876475644,0.4866666666666667,0.6233314182231137,-1039.9600000000003,6,228,-369.40999999999985,-1.6202192982456134,-5.59712121212121,-0.75281415523886,0.5151515151515151,0.7590437675298415,-476.97999999999996,3,319,-751.6799999999997,-2.3563636363636355,-2.876986010067607,-1.396501296082949,0.18502219299687614,0.4,-328.54499999999996,0.4
MNQ,trend.ret_15.q80,A.trend,trend,150,83,3331,-7229.82,-2.1704653257280095,-48.1988,-2.072140304101169,0.36,0.6292415210604263,-7111.360000000004,7,1815,-1977.8000000000002,-1.0896969696969698,-23.828915662650605,-0.6672057386519475,0.39759036144578314,0.8171750785727492,-3600.1600000000003,5,1516,-5252.02,-3.4643931398416887,-3.3816640758076297,-2.057249082281314,-1.185678589602239,0.95,-3765.709999999999,0.95
MNQ,trend.ret_15.q90,A.trend,trend,150,83,2408,-5337.76,-2.2166777408637874,-35.58506666666667,-2.4506277775850585,0.37333333333333335,0.5909104147027491,-5661.220000000001,7,1297,-1715.8400000000001,-1.3229298380878953,-20.672771084337352,-0.9658686497840119,0.4578313253012048,0.7522231239548645,-2454.279999999999,5,1111,-3621.92,-3.2600540054005402,-3.8260726675906263,-2.767114660946257,-1.9579729248066835,1.0,-3609.0800000000004,1.0
MNQ,trend.ret_30.q80,A.trend,trend,150,83,3303,-7551.160000000002,-2.2861519830457167,-50.34106666666668,-2.223828667414193,0.35333333333333333,0.6121372627980177,-7382.759999999999,7,1794,-2700.1800000000003,-1.5051170568561874,-32.53228915662651,-0.9425094097900819,0.40963855421686746,0.756546216168942,-3827.6799999999994,5,1509,-4850.9800000000005,-3.214698475811796,-3.5123655604032455,-2.2146300865582473,-1.3416229203671437,0.85,-4005.12,0.85
MNQ,trend.ret_30.q90,A.trend,trend,150,83,2405,-5315.1,-2.21002079002079,-35.434000000000005,-2.4405527106311533,0.38,0.5910725469045967,-5655.06,7,1296,-1814.62,-1.4001697530864197,-21.86289156626506,-1.0217419320988255,0.4578313253012048,0.7400816443457708,-2553.0599999999995,5,1109,-3500.48,-3.156429215509468,-3.8611641148309523,-2.777756399753671,-1.9749959395809644,1.0,-3661.29,1.0
MNQ,trend.ret_60.q80,A.trend,trend,150,83,3179,-7794.879999999999,-2.4519911921988045,-51.96586666666666,-2.3353643517174074,0.34,0.5896597940423686,-7711.200000000007,10,1725,-2494.0,-1.4457971014492754,-30.048192771084338,-0.8682674843867111,0.3855421686746988,0.7639125018459126,-3796.34,8,1454,-5300.88,-3.645722145804677,-3.767038302659067,-2.4755305629665205,-1.5979397727676867,0.95,-4315.1,0.95
MNQ,trend.ret_60.q90,A.trend,trend,150,83,2360,-5727.200000000001,-2.4267796610169494,-38.181333333333335,-2.618917820481468,0.38666666666666666,0.5696177419209393,-6156.9400000000005,7,1262,-1834.6399999999999,-1.453755942947702,-22.104096385542167,-1.0016257233985886,0.46987951807228917,0.7453169378729027,-2628.899999999999,6,1098,-3892.5600000000004,-3.5451366120218584,-4.042568485438945,-3.076841288936756,-2.1327710382863954,1.0,-4004.5099999999998,1.0
MNQ,trend.ma_agree.30_120,A.trend,trend,150,83,3167,-12698.24,-4.009548468582254,-84.65493333333333,-3.0538223352443725,0.38,0.5119766761697081,-12747.74,9,1761,-8057.419999999999,-4.5754798409994315,-97.07734939759035,-2.1417021914748906,0.40963855421686746,0.5444047885610115,-8439.999999999998,6,1406,-4640.820000000001,-3.30072546230441,-6.224382864837776,-4.747482946614344,-3.442133853287456,0.6,-8340.18,0.6
MNQ,trend.multi_horizon_agree,A.trend,trend,150,83,4036,-11040.919999999996,-2.735609514370663,-73.6061333333333,-2.492940561427614,0.37333333333333335,0.5679610320801335,-11287.660000000005,9,2225,-4680.499999999999,-2.103595505617977,-56.39156626506023,-1.1846190099489255,0.42168674698795183,0.6975545894419058,-6053.42,7,1811,-6360.419999999998,-3.5121038100496955,-4.567766239858815,-3.6796307829181494,-2.603962121212121,0.975,-8271.81,0.975
MNQ,trend.accel_confirm,A.trend,trend,150,83,5137,-13191.140000000003,-2.5678684056842522,-87.94093333333335,-3.366360674799681,0.36666666666666664,0.48053861796621866,-13039.88,6,2878,-11212.659999999998,-3.895990271021542,-135.0922891566265,-3.2636868595901034,0.3132530120481928,0.39359953100291395,-11960.74,7,2259,-1978.4799999999998,-0.8758211598052235,-4.029986496815893,-3.26546118826427,-2.684811693058674,0.125,-9469.36,0.15
MNQ,breakout.opening_range.q90,B.breakout,breakout,150,83,477,-6048.44,-12.680167714884695,-40.32293333333333,-2.49983989670705,0.16,0.48525579598276825,-6109.420000000002,5,297,-5033.34,-16.94727272727273,-60.64265060240964,-2.415074198954229,0.14457831325301204,0.40871189427312776,-5220.500000000001,5,180,-1015.0999999999998,-5.639444444444443,-16.988325696954053,-12.679691295546558,-8.495132895559731,0.075,-3474.22,0.075
MNQ,breakout.opening_range.q95,B.breakout,breakout,150,83,233,-2245.7599999999998,-9.638454935622317,-14.971733333333331,-1.526621710858862,0.1,0.5614212563518692,-2605.7200000000003,2,127,-1702.94,-13.408976377952756,-20.517349397590362,-1.401006395316429,0.07228915662650602,0.4617149865344982,-1799.7400000000002,2,106,-542.82,-5.120943396226416,-14.867732843137256,-9.41545957918051,-2.8723124123422212,0.15,-1219.98,0.15
MNQ,breakout.range_expansion.q80,B.breakout,breakout,150,83,1420,-1851.3999999999999,-1.3038028169014084,-12.342666666666666,-0.6586527898187337,0.43333333333333335,0.846478898933462,-3678.4400000000005,9,789,1339.9199999999998,1.698250950570342,16.143614457831323,0.5354693017609854,0.5421686746987951,1.2023669282490899,-2056.28,4,631,-3191.3199999999997,-5.0575594294770205,-3.5820356189575926,-1.1849241561922295,1.6974671005184137,0.95,-932.3900000000001,0.95
MNQ,breakout.range_expansion.q90,B.breakout,breakout,150,83,718,-1949.9600000000003,-2.715821727019499,-12.999733333333335,-0.9399045700620496,0.4066666666666667,0.7614389320074776,-2677.640000000001,6,401,-161.2199999999999,-0.4020448877805484,-1.9424096385542158,-0.08850772614706849,0.4819277108433735,0.9670866746149703,-1881.4,5,317,-1788.74,-5.642712933753943,-5.7886935943329645,-2.9383685675227036,0.5888058623283046,0.825,-1188.6000000000004,0.825
MNQ,breakout.failed_reversal,B.breakout,breakout,150,83,207,369.96000000000004,1.7872463768115945,2.4664,1.0801312755533294,0.14,1.632237336796773,-187.54000000000008,2,115,219.70000000000005,1.910434782608696,2.6469879518072297,0.7633475074616412,0.10843373493975904,1.6887147335423196,-134.10000000000005,2,92,150.26000000000002,1.6332608695652175,0.08761973875181425,1.6730253623188407,3.1522301136363615,0.675,177.24000000000004,0.675
MNQ,breakout.compression_expansion,B.breakout,breakout,150,83,1217,-1232.74,-1.0129334428923582,-8.218266666666667,-0.5362252512887674,0.5,0.8975899911109635,-2880.3200000000006,7,405,8.899999999999551,0.0219753086419742,0.1072289156626452,0.004848116475703167,0.4819277108433735,1.0013143515373482,-2395.82,8,812,-1241.6400000000003,-1.5291133004926112,-2.0666080483917706,0.06793279022403227,1.892956805683285,0.475,33.39999999999984,0.475
MNQ,revert.z_60.q90,C.reversion,reversion,150,83,2409,-3014.4800000000005,-1.2513408053134083,-20.096533333333337,-1.417847375871689,0.48,0.7325464198512294,-3856.4800000000005,4,1298,-2739.06,-2.110215716486903,-33.00072289156626,-1.5659535898930337,0.4819277108433735,0.6265237334264162,-2918.2799999999997,4,1111,-275.42000000000013,-0.247902790279028,-1.5226376571398348,-0.7072662784678223,0.36204485300912104,0.0,-939.3400000000004,0.0
MNQ,revert.z_60.q95,C.reversion,reversion,150,83,1539,847.9200000000003,0.550955165692008,5.652800000000002,0.5941124986478505,0.5533333333333333,1.1369751482960495,-1040.5399999999997,3,830,245.90000000000038,0.29626506024096433,2.962650602409643,0.20616263034396837,0.5421686746987951,1.0606091976121108,-984.98,3,709,602.0200000000001,0.849111424541608,0.23609392495648607,1.38196702050077,2.293335496602084,0.075,1181.94,0.075
MNQ,revert.vwap.q90,C.reversion,reversion,150,83,917,2404.2599999999998,2.6218756815703377,16.028399999999998,0.7750964420126262,0.5066666666666667,1.2253817670494491,-2313.2,5,664,736.9200000000002,1.109819277108434,8.878554216867473,0.2523562177457196,0.5542168674698795,1.0820214414189804,-2775.6800000000003,4,253,1667.3399999999995,6.590276679841895,-1.472417460378421,1.3676984126984126,4.552560764812254,0.425,773.3399999999999,0.475
MNQ,revert.vwap.q95,C.reversion,reversion,150,83,508,2184.7399999999993,4.300669291338582,14.564933333333329,0.8524757221981674,0.3466666666666667,1.3536849126124317,-1804.0200000000004,4,430,2281.3999999999996,5.305581395348836,27.486746987951804,0.9065604960527163,0.5180722891566265,1.4230800614202317,-1801.7999999999997,4,78,-96.66000000000003,-1.2392307692307696,1.834735399048625,5.516916644186673,9.416400488349957,0.5,1924.7799999999993,0.65
MNQ,revert.z_calm_only,C.reversion,reversion,150,83,789,445.4200000000004,0.5645373891001273,2.9694666666666696,0.4562640950406896,0.5733333333333334,1.103236482978566,-478.62,4,427,302.0600000000003,0.7074004683840757,3.6392771084337383,0.37352439459297593,0.5783132530120482,1.1111372751021011,-585.2599999999999,5,362,143.36000000000018,0.3960220994475143,0.35832875457875574,2.011047983575607,3.553918633587211,0.125,880.5600000000004,0.125
MNQ,session.late_day_continuation,D.session,session,150,83,1268,-1763.4600000000007,-1.3907413249211362,-11.756400000000005,-0.6726414515936241,0.46,0.8594740616782213,-3645.3999999999996,8,748,-2222.56,-2.971336898395722,-26.777831325301204,-0.9971226761514845,0.4578313253012048,0.7423316012919593,-2958.160000000001,4,520,459.1000000000003,0.8828846153846159,-4.362423575129534,-0.9931501898271465,1.0360508620411717,0.125,-712.0799999999999,0.125
MNQ,session.late_day_fade,D.session,session,150,83,1268,-2598.46,-2.0492586750788644,-17.323066666666666,-1.0342882008539702,0.4666666666666667,0.79001325316783,-3536.7400000000007,6,748,-350.55999999999966,-0.4686631016042776,-4.223614457831321,-0.16350786367387368,0.4939759036144578,0.9519768980605,-1885.22,5,520,-2247.9000000000005,-4.322884615384616,-4.476050862041171,-2.446849810172853,0.9224235751295334,0.875,-1748.2999999999997,0.875
MNQ,session.opening_drive,D.session,session,150,83,1416,-5529.0199999999995,-3.9046751412429375,-36.86013333333333,-1.263974507064776,0.44,0.7557514602290247,-6479.180000000002,8,783,-1858.2600000000002,-2.373256704980843,-22.38867469879518,-0.4814636069698976,0.46987951807228917,0.8713073564772236,-5527.000000000001,7,633,-3670.76,-5.798988941548184,-5.08827168367347,-2.5396715812276707,1.8657185529611597,0.5,-1998.2800000000007,0.5
MNQ,session.midday_reversion,D.session,session,150,83,1074,912.2200000000003,0.8493668528864062,6.081466666666668,0.72068172593721,0.5933333333333334,1.17340211986192,-1387.1999999999994,5,586,1063.0800000000002,1.8141296928327648,12.80819277108434,1.0637194679775506,0.6024096385542169,1.349295219319862,-801.8999999999996,5,488,-150.85999999999996,-0.309139344262295,0.5746133340513763,1.8249579831932774,2.992228806146775,0.5,1078.8100000000004,0.475
MNQ,vol.expansion_trend,E.volatility,volatility,150,83,2591,-6113.019999999999,-2.359328444615978,-40.75346666666666,-1.2594145288779797,0.44,0.7622617764233524,-6160.600000000001,9,1503,-4181.659999999999,-2.782208915502328,-50.38144578313252,-0.9853154862566651,0.4457831325301205,0.7541134368939801,-6059.44,5,1088,-1931.3599999999992,-1.7751470588235287,-4.234270562127551,-2.5836980168322246,-0.09685654669868457,0.325,-3691.02,0.275
MNQ,vol.contraction_revert,E.volatility,volatility,150,83,1599,-663.7799999999994,-0.41512195121951184,-4.425199999999996,-0.4236026239330686,0.5133333333333333,0.9089674807451781,-2316.06,5,853,-421.15999999999997,-0.4937397420867526,-5.074216867469879,-0.29651792252232,0.5180722891566265,0.9160400303018221,-1580.3200000000002,6,746,-242.62,-0.3252278820375335,-1.0796555729125776,-0.23867956484919534,0.857332935191444,0.375,-207.72,0.375
MNQ,vol.vol_of_vol_shock,E.volatility,volatility,150,83,463,-1785.86,-3.8571490280777536,-11.905733333333332,-0.9573627907689071,0.28,0.718896780124161,-3555.6600000000008,5,366,-1580.5200000000002,-4.318360655737705,-19.04240963855422,-0.9305310257186054,0.3855421686746988,0.691953270263001,-2712.2200000000003,6,97,-205.34000000000003,-2.1169072164948455,-6.4860876132930505,-3.2358359613678926,1.923511311192988,0.325,-950.7200000000001,0.225
MNQ,volume.heavy_continuation.q80,F.volume,volume,150,83,4143,-5078.959999999999,-1.2259135891865796,-33.85973333333333,-2.079318532655211,0.35333333333333333,0.6143948251514645,-5021.460000000001,9,2238,-230.35999999999962,-0.1029311885612152,-2.7754216867469834,-0.10343755931205932,0.4578313253012048,0.9676197812268946,-1938.4200000000003,4,1905,-4848.6,-2.545196850393701,-1.3826176598731663,-0.7877862744759346,0.013535161960694127,0.9,-1756.02,0.9
MNQ,volume.heavy_continuation.q90,F.volume,volume,150,83,2234,-3303.9799999999996,-1.4789525514771709,-22.02653333333333,-1.887591500426338,0.3466666666666667,0.6352852607549553,-3276.919999999999,10,1176,615.2800000000002,0.5231972789115648,7.4130120481927735,0.39745244821223263,0.4578313253012048,1.145070097093788,-958.54,6,1058,-3919.2599999999998,-3.7044045368620035,-1.1954166820758731,-0.5041012503411749,0.2572373074181697,1.0,-606.4100000000001,1.0
MNQ,volume.climax_reversion,F.volume,volume,150,83,447,-1080.8399999999997,-2.4179865771812072,-7.205599999999998,-0.9352344498003714,0.5133333333333333,0.7923952795107411,-1159.1800000000005,4,229,-613.3799999999998,-2.6785152838427937,-7.390120481927708,-0.6326377892408772,0.4819277108433735,0.8100626126377202,-889.58,4,218,-467.4599999999999,-2.1443119266055044,-4.540024916943523,-2.353953785840062,-0.09766513044587743,0.425,-577.5100000000002,0.475
