strategy,symbol,family,newly_added,trades,net_pnl,expectancy_trade,expectancy_session,stressed_expectancy_trade,profit_factor,win_rate,max_dd,dd_over_mll,sharpe,sortino,t_stat,consec_losing_days,median_hold_min,trades_per_session,time_in_market,mc_prob_dd_exceeds_mll,best_twin_pass,dll_breach_rate,verdict
trend.ret_30.q80,NQ,trend,False,6882,-116858.96000000012,-16.980377797151984,-376.96438709677454,-21.980377797151984,0.8822203494045162,0.2410636442894507,-116347.26000000015,58.173630000000074,-2.282557846669849,-4.099600617642772,-2.531642449688378,7,3.0,22.2,0.3439815196765943,,,,REJECT
trend.ret_30.q90,NQ,trend,False,5052,-108181.56,-21.4136104513064,-348.97277419354845,-26.4136104513064,0.831478664755768,0.2773159144893111,-109062.57999999994,54.53128999999997,-3.261575594446064,-5.583073480155441,-3.617495714211171,10,2.0,16.296774193548387,0.1706872370266479,,,,REJECT
trend.ret_60.q80,NQ,trend,False,6612,-112423.36000000004,-17.00292800967936,-362.6560000000001,-22.00292800967936,0.8814764210280397,0.2483363581367211,-111925.4400000001,55.962720000000054,-2.205977117711068,-3.950905923853289,-2.4467048326448557,10,3.0,21.329032258064515,0.3299315238016665,,,,REJECT
trend.ret_60.q90,NQ,trend,False,4964,-110543.92,-22.269121676067677,-356.5932903225807,-27.269121676067677,0.8245902874957494,0.2757856567284448,-113102.85999999991,56.551429999999954,-3.310901407447395,-5.714551928010715,-3.672204216885812,10,2.0,16.01290322580645,0.167131424799934,,,,REJECT
trend.ma_agree.30_120,NQ,trend,False,6734,-221884.52,-32.94988416988416,-715.7565161290323,-37.94988416988416,0.8010581932022717,0.208048708048708,-220522.22000000035,110.26111000000017,-3.988938422582229,-5.868053103556751,-4.424232163288009,12,3.0,21.72258064516129,0.5090751588152793,,,,REJECT
trend.multi_horizon_agree,NQ,trend,False,8555,-185322.90000000023,-21.662524839275267,-597.8158064516138,-26.662524839275267,0.8589154565702098,0.3115137346580947,-184332.1800000001,92.16609000000005,-3.037520830749476,-5.250232058672566,-3.36899092750588,13,3.0,27.596774193548388,0.4817919313587987,,,,REJECT
trend.accel_confirm,NQ,trend,False,10851,-254876.78000000023,-23.48878260068195,-822.1831612903234,-28.488782600681947,0.8433548721466325,0.3648511657911713,-256458.67999999996,128.22933999999998,-4.627090468118725,-6.983901584783435,-5.132022684431959,11,2.0,35.00322580645161,0.435186865770151,,,,REJECT
breakout.opening_range.q90,NQ,breakout,False,961,-78557.58,-81.7456607700312,-253.4115483870968,-86.74566077003118,0.6709151864166228,0.0790842872008324,-75908.43999999996,37.95421999999998,-1.9462683440539428,-2.86552973703188,-2.1586552846756164,5,3.0,3.1,0.1853642438742678,,,,REJECT
breakout.opening_range.q95,NQ,breakout,False,515,-39721.70000000001,-77.12951456310682,-128.1345161290323,-82.1295145631068,0.6746003334138878,0.0776699029126213,-51352.07999999998,25.67603999999999,-1.3390335660040542,-1.777186163195002,-1.4851558843072743,3,3.0,1.6612903225806452,0.0835244616780793,,,,REJECT
breakout.range_expansion.q80,NQ,breakout,False,2880,-46281.40000000005,-16.069930555555548,-149.29483870967758,-21.069930555555548,0.9028561566952478,0.3913194444444444,-60331.68000000001,30.165840000000003,-1.2395293599543895,-1.8931662553382456,-1.374793260934818,12,3.0,9.290322580645162,0.1345268542199488,,,,REJECT
