arch,describe,is_trades,is_net,is_per_trade,is_per_day,is_median_trade,is_win_rate,is_avg_win,is_avg_loss,is_profit_factor,is_max_dd,is_daily_max_loss,is_consec_losing_trades,is_consec_losing_days,is_mean_mfe,is_mean_mae,is_mfe_mae,is_median_bars,is_trades_per_day,is_t_stat,is_pct_stop,is_pct_target,is_pct_time,is_pct_invalidation,is_pct_flatten,is_pct_reach_1R,is_ambiguous_share,is_avg_mae_of_winners,is_avg_mfe_of_losers,oos_trades,oos_net,oos_per_trade,oos_per_day,oos_median_trade,oos_win_rate,oos_avg_win,oos_avg_loss,oos_profit_factor,oos_max_dd,oos_daily_max_loss,oos_consec_losing_trades,oos_consec_losing_days,oos_mean_mfe,oos_mean_mae,oos_mfe_mae,oos_median_bars,oos_trades_per_day,oos_t_stat,oos_pct_stop,oos_pct_target,oos_pct_time,oos_pct_invalidation,oos_pct_flatten,oos_pct_reach_1R,oos_ambiguous_share,oos_avg_mae_of_winners,oos_avg_mfe_of_losers
C.structural_tgt1.5R,"stop at signal-bar extreme, target 1.5R",233,-770.7600000110083,-3.307982832665272,-16.057500000229343,-5.72,0.19742489270386265,22.37782608695652,-9.626417112358334,0.5718333018508033,-759.1600000070067,-79.32,16,9,21.854077253218883,-19.431330472103003,1.1246824958586417,1.0,4.854166666666667,-4.167811215256058,0.7811158798283262,0.20600858369098712,0.0,0.0,0.012875536480686695,0.17167381974248927,0.44635193133047213,-7.923913043478261,14.855614973262032,102,-383.1900000100045,-3.7567647059804363,-16.660434783043673,-4.22,0.2647058823529412,13.807777777777776,-10.080000000133392,0.4931349206283947,-380.49000000800356,-120.22,11,10,19.892156862745097,-18.63235294117647,1.0676137858458299,1.0,4.434782608695652,-2.404708265938962,0.7352941176470589,0.2647058823529412,0.0,0.0,0.0,0.14705882352941177,0.5392156862745098,-4.2592592592592595,15.68
C.structural_tgt2R,"stop at signal-bar extreme, target 2R",230,-508.60000001000435,-2.211304347869584,-10.595833333541757,-5.72,0.19130434782608696,29.55272727272727,-9.725376344139807,0.7188377595431575,-497.0000000060027,-79.32,16,9,22.389130434782608,-19.632608695652173,1.1404052707341379,1.0,4.791666666666667,-2.4668140407422134,0.7913043478260869,0.1956521739130435,0.0,0.0,0.013043478260869565,0.1826086956521739,0.3695652173913043,-7.909090909090909,15.024193548387096,102,-300.4400000100045,-2.9454901961765145,-13.062608696087148,-4.22,0.24509803921568626,19.12,-10.109610389740318,0.6140486100327023,-315.3000000060026,-120.22,11,10,20.66176470588235,-19.568627450980394,1.0558617234468937,1.0,4.434782608695652,-1.7359798495104337,0.7549019607843137,0.24509803921568626,0.0,0.0,0.0,0.16666666666666666,0.47058823529411764,-4.44,15.7012987012987
D.trail0.75atr,trail 0.75 ATR,219,-1178.9805115090126,-5.3834726552922945,-24.562093989771096,-9.047046035803506,0.2648401826484018,21.84187163770966,-15.191360661466913,0.5179588923521322,-1175.3865856777973,-166.46938618924293,9,15,23.82191780821918,-22.397260273972602,1.0636085626911316,1.0,4.5625,-3.9801365334702754,0.0,0.0,0.0,0.0,0.0136986301369863,0.1963470319634703,0.0,-10.482758620689655,13.394409937888199,92,-576.5967774935873,-6.26735627710421,-25.06942510841684,-6.698580562659772,0.31521739130434784,9.77334156451218,-13.651169569276835,0.3295570936219529,-571.6726854219949,-94.83289002556353,17,20,23.222826086956523,-23.70108695652174,0.9798211419399221,1.0,4.0,-4.244450808926389,0.0,0.0,0.0,0.0,0.0,0.18478260869565216,0.0,-7.586206896551724,16.746031746031747
D.trail1atr,trail 1 ATR,204,-1857.8889514066932,-9.107298781405358,-38.70601982097278,-13.012838874680456,0.27941176470588236,20.526847938259746,-20.598090366581623,0.3864139769864082,-1839.13038363174,-205.42506393860384,10,12,28.970588235294116,-25.627450980392158,1.130451415455241,2.0,4.25,-4.68625499317525,0.0,0.0,0.0,0.0,0.014705882352941176,0.3137254901960784,0.0,-10.666666666666666,18.255102040816325,83,-719.2357033248315,-8.665490401503995,-31.271117535862242,-10.414373401536723,0.3253012048192771,15.836123898834574,-20.47876872488152,0.3728385297586566,-685.1571355498708,-121.35831202046538,8,11,30.5,-28.156626506024097,1.0832263585793753,2.0,3.608695652173913,-2.958329237170841,0.0,0.0,0.0,0.0,0.0,0.3253012048192771,0.0,-9.148148148148149,19.508928571428573
D.trail1.5atr,trail 1.5 ATR,172,-1856.4653196930628,-10.793403021471295,-38.67636082693881,-20.41916879795346,0.3081395348837209,35.43917096945445,-31.38438135356427,0.5029199801890634,-1866.3774680306692,-211.9643989769928,8,9,44.625,-32.71511627906977,1.36404833836858,4.0,3.5833333333333335,-4.284646440005552,0.0,0.0,0.0,0.0,0.01744186046511628,0.45930232558139533,0.0,-14.216981132075471,23.718487394957982,68,-440.1441432225629,-6.472707988567102,-19.136701879241865,-19.943785166243032,0.3382352941176471,47.56939174913703,-34.09422563228256,0.7131191344249168,-506.5320716112741,-144.06611253195442,12,6,51.588235294117645,-38.0514705882353,1.3557487922705311,5.0,2.9565217391304346,-1.2209394756571366,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.0,-14.195652173913043,24.711111111111112
D.stop1atr_be1R,"stop 1 ATR, target 2R, break-even at 1R",178,-1598.950281329915,-8.982866749044467,-33.31146419437323,-1.72,0.16292134831460675,66.45144368992088,-23.66471240495047,0.5465311490721254,-1795.5249104859254,-254.87253196930192,20,11,38.79494382022472,-32.18258426966292,1.2054639085275378,3.0,3.7083333333333335,-3.020697580932149,0.8202247191011236,0.16292134831460675,0.0,0.0,0.016853932584269662,0.4943820224719101,0.016853932584269662,-14.431034482758621,30.835570469798657,69,-417.4613299232658,-6.050164201786461,-18.15049260535938,-1.72,0.21739130434782608,67.64300085251519,-26.52048782798137,0.7084983723115095,-523.6904347825862,-139.05002557544154,13,7,41.08695652173913,-36.58695652173913,1.1229946524064172,4.0,3.0,-1.1797027761778622,0.782608695652174,0.21739130434782608,0.0,0.0,0.0,0.5217391304347826,0.0,-15.533333333333333,30.73148148148148
E.time1b,time stop 1b,239,446.9200000000003,1.8699581589958172,9.310833333333337,-0.72,0.4686192468619247,20.39160714285714,-14.464094488188977,1.2432959160342743,-187.54000000000013,-90.63999999999999,7,5,19.230125523012553,-18.10460251046025,1.0621677836838457,1.0,4.979166666666667,1.0718091705358694,0.0,0.0,0.9874476987447699,0.0,0.012552301255230125,0.12552301255230125,0.0,-12.464285714285714,8.299212598425196,104,52.12000000000012,0.5011538461538473,2.2660869565217423,3.5300000000000002,0.5288461538461539,14.916363636363634,-15.679183673469387,1.0678398500546675,-151.2,-66.72,5,2,18.182692307692307,-17.20673076923077,1.0567197541212627,1.0,4.521739130434782,0.3102157005719767,0.0,0.0,1.0,0.0,0.0,0.10576923076923077,0.0,-8.2,10.918367346938776
E.time3b,time stop 3b,200,-11.49999999999983,-0.05749999999999915,-0.239583333333328,-2.2199999999999998,0.46,31.986521739130442,-27.35425925925925,0.9961073162145516,-662.0,-161.94,6,7,31.6175,-29.9575,1.0554118334306934,3.0,4.166666666666667,-0.021092002230494736,0.0,0.0,0.975,0.0,0.025,0.3,0.0,-15.652173913043478,15.287037037037036,92,462.76,5.03,20.12,6.53,0.5760869565217391,29.685660377358488,-28.47641025641026,1.4166831745574382,-284.88000000000005,-163.66,6,3,32.57608695652174,-28.95108695652174,1.1252111882860898,3.0,4.0,1.2613643960556755,0.0,0.0,1.0,0.0,0.0,0.32608695652173914,0.0,-15.30188679245283,16.358974358974358
E.time5b,time stop 5b,183,47.74000000000015,0.26087431693989155,0.994583333333337,0.28,0.5027322404371585,39.17673913043478,-39.082637362637364,1.0134232339477918,-465.7399999999999,-207.88,8,6,40.256830601092894,-39.19398907103825,1.0271174625304984,5.0,3.8125,0.07243576930542259,0.0,0.0,0.9781420765027322,0.0,0.02185792349726776,0.4207650273224044,0.0,-22.054347826086957,17.615384615384617,85,486.29999999999995,5.721176470588235,21.143478260869564,7.28,0.5647058823529412,41.227916666666665,-40.34162162162163,1.325798585057348,-482.5,-161.88,5,6,42.588235294117645,-38.747058823529414,1.0991346591771671,5.0,3.6956521739130435,0.8467113993957315,0.0,0.0,1.0,0.0,0.0,0.4235294117647059,0.0,-17.614583333333332,19.216216216216218
E.time10b,time stop 10b,150,120.49999999999955,0.8033333333333303,2.510416666666668,-2.2199999999999998,0.4866666666666667,53.25260273972603,-48.921298701298696,1.0319888291292139,-659.3000000000001,-374.44000000000005,8,7,56.516666666666666,-52.97666666666667,1.0668218712640785,10.0,3.125,0.1348110890225287,0.0,0.0,0.9733333333333334,0.0,0.02666666666666667,0.56,0.0,-29.123287671232877,24.727272727272727,64,-150.08000000000004,-2.3450000000000006,-6.525217391304345,4.53,0.5625,43.405,-61.16642857142857,0.9123702311024956,-489.02,-185.22,8,5,55.953125,-56.234375,0.9949986107252015,10.0,2.782608695652174,-0.27631971377064385,0.0,0.0,0.984375,0.0,0.015625,0.578125,0.0,-31.48611111111111,30.964285714285715
E.time20b,time stop 20b,121,20.379999999999,0.16842975206610744,0.4245833333333356,-3.2199999999999998,0.4628099173553719,67.90499999999999,-58.18923076923078,1.0053882558231761,-1004.2600000000001,-317.44000000000005,6,5,69.68595041322314,-76.98760330578513,0.9051580698835274,20.0,2.5208333333333335,0.021205150533185866,0.0,0.0,0.9586776859504132,0.0,0.04132231404958678,0.6694214876033058,0.0,-46.17857142857143,41.03076923076923,55,-304.60000000000014,-5.538181818181821,-13.243478260869566,6.28,0.5454545454545454,66.33,-91.77999999999999,0.8672477663979081,-701.36,-404.22,7,5,73.77272727272727,-74.67272727272727,0.9879474068663258,20.0,2.391304347826087,-0.3692713895757197,0.0,0.0,0.9272727272727272,0.0,0.07272727272727272,0.6363636363636364,0.0,-31.966666666666665,35.44
E.time30b,time stop 30b,103,740.8399999999996,7.192621359223297,15.434166666666668,-2.2199999999999998,0.4854368932038835,85.81999999999996,-66.98415094339622,1.2086779187416903,-873.9400000000003,-295.44,8,5,90.75242718446601,-83.29126213592232,1.089579205035552,30.0,2.1458333333333335,0.6423103204925118,0.0,0.0,0.941747572815534,0.0,0.05825242718446602,0.7281553398058253,0.0,-53.35,55.29245283018868,47,-965.8400000000004,-20.54978723404256,-41.99304347826087,8.28,0.5106382978723404,76.05083333333333,-121.35043478260866,0.6539522618646681,-1059.1799999999998,-514.72,5,5,90.19148936170212,-98.55319148936171,0.9151554404145077,30.0,2.0434782608695654,-1.1568159844691617,0.0,0.0,0.8723404255319149,0.0,0.1276595744680851,0.6595744680851063,0.0,-42.104166666666664,41.130434782608695
