symbol,strategy,kind,base_per_trade,gated_per_trade,base_per_trade_norm,gated_per_trade_norm,base_capture,gated_capture,ctrl_norm_p50,ctrl_norm_p95,ctrl_norm_pctile,was_phase3_winner
MNQ,trend.ret_30.q90,trend,-2.2100207900207907,-1.4001697530864192,-0.00484734570570785,-0.0032280394897679526,-0.0010507493666303935,0.0005702662228358259,-0.005260397503667821,-0.0037494070154694067,1.0,True
MNQ,trend.ret_60.q80,trend,-2.451991192198807,-1.4457971014492745,-0.005907692191288774,-0.004078211362615569,-0.0020747507646575523,0.0006507501167704358,-0.005821387457089796,-0.00440165043183896,0.95,False
MNQ,trend.ret_60.q90,trend,-2.4267796610169494,-1.4537559429477012,-0.005047687479041949,-0.0032746617499758964,-0.0014871870543398356,0.00046226646772699035,-0.005511539863206601,-0.003985872430246503,1.0,True
MNQ,trend.ma_agree.30_120,trend,-4.009548468582254,-4.575479840999431,-0.007748241670982897,-0.008057337165999334,-0.0064649840114017676,-0.006918175395729676,-0.008267949680225132,-0.006677136576890652,0.525,False
MNQ,trend.multi_horizon_agree,trend,-2.7356095143706654,-2.1035955056179776,-0.0063484982657478735,-0.00496475719460794,-0.0036546641101552675,-0.0011742393756100783,-0.006563639648801769,-0.005248636929312938,1.0,True
MNQ,trend.accel_confirm,trend,-2.5678684056842505,-3.895990271021542,-0.004382433574547376,-0.0056715392838699785,-0.003883359241712922,-0.008615904030179396,-0.005067052762557116,-0.003859421955580671,0.2,False
MNQ,breakout.opening_range.q90,breakout,-12.6801677148847,-16.947272727272733,-0.01994836606488906,-0.02455849524442325,-0.004661279328590324,-0.006222024108021768,-0.02054182442158444,-0.014451135886575029,0.075,False
MNQ,breakout.opening_range.q95,breakout,-9.638454935622319,-13.40897637795276,-0.015305591352420461,-0.02002164103096091,-0.0016450000690989188,-0.0020423647956568963,-0.014344929971108044,-0.004900663508215122,0.1,False
MNQ,breakout.range_expansion.q80,breakout,-1.3038028169014084,1.6982509505703418,-0.004218544582872828,8.282352437992832e-05,0.0005269349814837187,0.0037105138793443247,-0.0026785632179050717,-0.0006577144540594488,1.0,False
MNQ,breakout.range_expansion.q90,breakout,-2.7158217270195015,-0.4020448877805495,-0.005136335247844327,-0.00185399059553949,-0.0006374932517104211,0.000727106631528912,-0.004162453118271901,-0.0014440727519912018,0.925,False
MNQ,breakout.failed_reversal,breakout,1.787246376811593,1.9104347826086956,0.002460595982525975,0.0023354180843147376,0.0006473008401982738,0.0005743936020119598,0.001451187455733046,0.00436661187745856,0.65,False
MNQ,breakout.compression_expansion,breakout,-1.0129334428923584,0.02197530864197504,-0.004110398230538357,-0.003108745910155327,0.0007672208994361083,0.0009706220029208086,-0.002793541912292366,0.0006587611642498196,0.45,False
MNQ,revert.z_60.q90,reversion,-1.2513408053134083,-2.1102157164869024,-6.914843857042273e-05,-0.0008972649560479991,0.0010066152184350567,-0.0006968391842372638,0.0006578828919205956,0.0018289228415409027,0.025,False
MNQ,revert.z_60.q95,reversion,0.5509551656920079,0.29626506024096405,0.0015895948752652567,0.0011316991783955979,0.0031161383422768137,0.0023023896837533284,0.002360779348595988,0.0038707582110266104,0.1,False
